country_name,province_state,Confirmed,Deaths
US,Minnesota,6723,56
US,Minnesota,850,10
US,Minnesota,853,210
US,Minnesota,5535,16
US,Minnesota,4196,53
US,Minnesota,5470,39
US,Minnesota,66356,474
US,Minnesota,2966,23
US,Minnesota,1644,22
US,Minnesota,12610,72
US,Minnesota,36380,303
US,Minnesota,2518,29
US,Mississippi,7120,142
US,Mississippi,9915,155
US,Mississippi,3238,68
US,Mississippi,5265,112
US,Mississippi,2266,49
US,Mississippi,9245,178
US,Mississippi,4635,70
US,Mississippi,2556,50
US,Mississippi,5583,96
US,Mississippi,2233,33
US,Mississippi,2138,46
US,Mississippi,4222,106
US,Mississippi,4944,98
US,Mississippi,6439,121
US,Mississippi,7107,117
US,Mississippi,7057,110
US,Mississippi,49944,544
US,Mississippi,21922,310
US,Mississippi,1923,38
US,Mississippi,7121,86
US,Mississippi,3183,57
US,Mississippi,5500,128
US,Mississippi,12174,150
US,Mississippi,53415,654
US,Mississippi,52025,781
US,Mississippi,4442,104
US,Mississippi,2014,44
US,Mississippi,261,9
US,Mississippi,7368,143
US,Mississippi,36803,454
US,Mississippi,4820,75
US,Mississippi,1469,37
US,Mississippi,2844,53
US,Mississippi,21124,289
US,Mississippi,2166,48
US,Mississippi,15142,178
US,Mississippi,17324,160
US,Mississippi,18737,362
US,Mississippi,3575,56
US,Mississippi,6389,118
US,Mississippi,26601,296
US,Mississippi,7297,167
US,Mississippi,8283,156
US,Mississippi,17474,235
US,Mississippi,23930,323
US,Mississippi,6948,134
US,Mississippi,9883,172
US,Mississippi,10957,217
US,Mississippi,2950,76
US,Mississippi,10586,236
US,Mississippi,5996,97
US,Mississippi,2717,48
US,Mississippi,11067,158
US,Mississippi,10393,167
US,Mississippi,14982,272
US,Mississippi,3037,64
US,Mississippi,9657,187
US,Mississippi,10316,143
US,Mississippi,8187,103
US,Mississippi,1560,31
US,Mississippi,36414,480
US,Mississippi,6499,118
US,Mississippi,951,25
US,Mississippi,6947,147
US,Mississippi,4092,67
US,Mississippi,5390,70
US,Mississippi,5755,121
US,Mississippi,3177,60
US,Mississippi,7315,143
US,Mississippi,7300,108
US,Mississippi,6128,122
US,Mississippi,2511,46
US,Mississippi,328,44
US,Mississippi,9454,119
US,Mississippi,3593,79
US,Mississippi,10193,201
US,Mississippi,10327,195
US,Mississippi,5996,85
US,Mississippi,3380,69
US,Mississippi,1794,46
US,Mississippi,5200,103
US,Mississippi,4055,56
US,Mississippi,8010,104
US,Missouri,5485,61
US,Missouri,4724,56
US,Missouri,1388,20
US,Missouri,5705,111
US,Missouri,6605,127
US,Missouri,2812,51
US,Missouri,3740,92
US,Missouri,4154,95
US,Missouri,2565,37
US,Missouri,43234,246
US,Missouri,22655,305
US,Missouri,9941,163
US,Missouri,1680,36
US,Missouri,12034,124
US,Missouri,9251,176
US,Missouri,18609,240
US,Missouri,2221,44
US,Missouri,1493,23
US,Missouri,24831,307
US,Missouri,2908,52
US,Missouri,1694,36
US,Missouri,20811,253
US,Missouri,1581,32
US,Missouri,26929,342
US,Missouri,4756,116
US,Missouri,20080,280
US,Missouri,4138,74
US,Missouri,5370,100
US,Missouri,1425,41
US,Missouri,3786,71
US,Missouri,1695,26
US,Missouri,2175,45
US,Missouri,3243,79
US,Missouri,2543,77
US,Missouri,7244,117
US,Missouri,22611,334
US,Missouri,3322,95
US,Missouri,2152,31
US,Missouri,69722,1011
US,Missouri,2441,67
US,Missouri,1813,32
US,Missouri,5729,80
US,Missouri,1826,55
US,Missouri,1053,29
US,Missouri,2160,25
US,Missouri,8887,207
US,Missouri,2182,42
US,Missouri,96094,1179
US,Missouri,34516,522
US,Missouri,53846,632
US,Missouri,12114,139
US,Missouri,112118,1266
US,Missouri,959,12
US,Missouri,8087,174
US,Missouri,7760,126
US,Missouri,7753,163
US,Missouri,2736,34
US,Missouri,15104,136
US,Missouri,2540,63
US,Missouri,3730,92
US,Missouri,3624,53
US,Missouri,3566,56
US,Missouri,1596,35
US,Missouri,7948,117
US,Missouri,5278,66
US,Missouri,694,13
US,Missouri,6074,115
US,Missouri,3363,56
US,Missouri,3810,55
US,Missouri,2165,42
US,Missouri,2458,57
US,Missouri,4001,106
US,Missouri,5020,84
US,Missouri,11697,200
US,Missouri,6010,43
US,Missouri,2017,32
US,Missouri,3204,43
US,Missouri,1697,55
US,Missouri,2977,73
US,Missouri,4925,44
US,Missouri,11979,157
US,Missouri,10104,237
US,Missouri,4236,63
US,Missouri,10288,101
US,Missouri,8010,105
US,Missouri,8782,114
US,Missouri,991,22
US,Missouri,2451,25
US,Missouri,5999,101
US,Missouri,5135,90
US,Missouri,1154,25
US,Missouri,2678,61
US,Missouri,6260,101
US,Missouri,725,26
US,Missouri,682,18
US,Missouri,11085,158
US,Missouri,1599,37
US,Missouri,1511,15
US,Missouri,93584,906
US,Missouri,2096,33
US,Missouri,18999,285
US,Missouri,219050,3222
US,Missouri,55984,765
US,Missouri,3646,39
US,Missouri,6081,126
US,Missouri,5763,118
US,Missouri,1705,21
US,Missouri,13259,223
US,Missouri,4675,96
US,Missouri,0,0
US,Missouri,5039,105
US,Missouri,8106,102
US,Missouri,5938,135
US,Missouri,2369,51
US,Missouri,8996,143
US,Missouri,401,3
US,Missouri,3824,80
US,Montana,2120,28
US,Montana,4951,92
US,Montana,2061,31
US,Montana,1264,18
US,Montana,2034,28
US,Montana,250,5
US,Montana,25068,320
US,Montana,973,14
US,Montana,3041,46
US,Montana,386,9
US,Montana,2328,55
US,Montana,2536,28
US,Montana,676,10
US,Montana,2499,54
US,Montana,29040,269
US,Montana,34068,116
US,Montana,224,3
US,Montana,3936,68
US,Montana,150,5
US,Montana,530,8
US,Montana,4532,71
US,Montana,2583,23
US,Montana,220,1
US,Montana,6559,98
US,Montana,17515,173
US,Montana,394,4
US,Montana,4701,86
US,Montana,1803,20
US,Montana,385,9
US,Montana,408,10
US,Montana,1085,17
US,Montana,27183,201
US,Montana,912,26
US,Montana,4161,35
US,Montana,35,1
US,Montana,1059,28
US,Montana,1157,6
US,Montana,331,10
US,Montana,1864,28
US,Montana,262,3
US,Montana,7017,141
US,Montana,2614,32
US,Montana,3258,72
US,Montana,2627,59
US,Montana,2137,46
US,Montana,690,11
US,Montana,8445,129
US,Montana,1523,29
US,Montana,771,11
US,Montana,1268,22
US,Montana,1241,23
US,Montana,134,1
US,Montana,0,0
US,Montana,1696,36
US,Montana,385,14
US,Montana,204,8
US,Montana,42742,540
US,Nebraska,6457,46
US,Nebraska,1071,7
US,Nebraska,32,1
US,Nebraska,89,0
US,Nebraska,67,0
US,Nebraska,1088,4
US,Nebraska,2328,8
US,Nebraska,404,3
US,Nebraska,507,2
US,Nebraska,11970,57
US,Nebraska,1334,12
US,Nebraska,1892,11
US,Nebraska,6119,16
US,Nebraska,1509,11
US,Nebraska,741,5
US,Nebraska,536,7
US,Nebraska,2018,16
US,Nebraska,1511,11
US,Nebraska,2720,21
US,Nebraska,1808,15
US,Nebraska,2022,19
US,Nebraska,6903,65
US,Nebraska,1355,12
US,Nebraska,5255,31
US,Nebraska,322,1
US,Nebraska,1180,9
US,Nebraska,10065,62
US,Nebraska,149063,718
US,Nebraska,349,4
US,Nebraska,1126,8
US,Nebraska,420,4
US,Nebraska,541,1
US,Nebraska,1120,5
US,Nebraska,3576,19
US,Nebraska,367,1
US,Nebraska,398,1
US,Nebraska,371,5
US,Nebraska,107,4
US,Nebraska,408,1
US,Nebraska,16479,117
US,Nebraska,2255,17
US,Nebraska,375,0
US,Nebraska,105,0
US,Nebraska,531,5
US,Nebraska,2141,16
US,Nebraska,112,2
US,Nebraska,1185,10
US,Nebraska,1213,1
US,Nebraska,867,9
US,Nebraska,1180,5
US,Nebraska,1534,10
US,Nebraska,118,0
US,Nebraska,767,1
US,Nebraska,1678,12
US,Nebraska,77839,170
US,Nebraska,8671,60
US,Nebraska,148,0
US,Nebraska,87,0
US,Nebraska,9655,44
US,Nebraska,74,1
US,Nebraska,1701,15
US,Nebraska,1237,7
US,Nebraska,801,10
US,Nebraska,1483,15
US,Nebraska,971,11
US,Nebraska,3338,10
US,Nebraska,410,1
US,Nebraska,530,11
US,Nebraska,2326,10
US,Nebraska,1272,20
US,Nebraska,8624,50
US,Nebraska,1224,9
US,Nebraska,2323,15
US,Nebraska,1804,19
US,Nebraska,172,2
US,Nebraska,3800,2
US,Nebraska,49591,131
US,Nebraska,4998,16
US,Nebraska,9413,48
US,Nebraska,3362,32
US,Nebraska,997,10
US,Nebraska,585,4
US,Nebraska,66,0
US,Nebraska,743,11
US,Nebraska,1109,4
US,Nebraska,95,1
US,Nebraska,1778,11
US,Nebraska,4422,1816
US,Nebraska,747,2
US,Nebraska,4546,25
US,Nebraska,1819,7
US,Nebraska,710,7
US,Nebraska,127,0
US,Nebraska,3900,11
US,Nevada,14693,212
US,Nevada,6557,107
US,Nevada,533423,7673
US,Nevada,7104,88
US,Nevada,11566,136
US,Nevada,109,3
US,Nevada,165,0
US,Nevada,2507,53
US,Nevada,1175,20
US,Nevada,549,7
US,Nevada,9909,169
US,Nevada,1262,17
US,Nevada,7441,235
US,Nevada,2120,29
US,Nevada,121,11
US,Nevada,0,0
US,Nevada,104065,1169
US,Nevada,1700,19
US,New Hampshire,13377,172
US,New Hampshire,9145,56
US,New Hampshire,14432,107
US,New Hampshire,6810,110
US,New Hampshire,17136,63
US,New Hampshire,96268,889
US,New Hampshire,31813,221
US,New Hampshire,66078,516
US,New Hampshire,28648,204
US,New Hampshire,9142,67
US,New Hampshire,7950,26
US,New Jersey,68104,987
US,New Jersey,220797,3416
US,New Jersey,101383,1188
US,New Jersey,124747,1783
US,New Jersey,21735,294
US,New Jersey,39280,588
US,New Jersey,210663,3588
US,New Jersey,69378,946
US,New Jersey,169624,2709
US,New Jersey,24325,269
US,New Jersey,75274,1251
US,New Jersey,190774,2853
US,New Jersey,162345,2158
US,New Jersey,117369,1522
US,New Jersey,160646,2902
US,New Jersey,143579,2326
US,New Jersey,14273,246
US,New Jersey,66901,965
US,New Jersey,33609,469
US,New Jersey,3277,0
US,New Jersey,143545,2349
US,New Jersey,23695,340
US,New Mexico,145983,1715
US,New Mexico,413,13
US,New Mexico,21309,306
US,New Mexico,6930,178
US,New Mexico,2414,64
US,New Mexico,12538,184
US,New Mexico,570,5
US,New Mexico,62621,720
US,New Mexico,16985,267
US,New Mexico,6618,80
US,New Mexico,1100,17
US,New Mexico,81,4
US,New Mexico,1086,14
US,New Mexico,19170,318
US,New Mexico,5174,64
US,New Mexico,2700,14
US,New Mexico,6683,122
US,New Mexico,25680,575
US,New Mexico,754,16
US,New Mexico,13308,181
US,New Mexico,1987,49
US,New Mexico,9714,129
US,New Mexico,4983,92
US,New Mexico,40486,733
US,New Mexico,5761,53
US,New Mexico,33257,390
US,New Mexico,28071,259
US,New Mexico,2021,70
US,New Mexico,3781,86
US,New Mexico,5289,89
US,New Mexico,2664,52
US,New Mexico,6672,0
US,New Mexico,779,15
US,New Mexico,18444,254
US,New York,58381,507
US,New York,8866,153
US,New York,405560,7717
US,New York,44716,509
US,New York,15320,219
US,New York,15830,144
US,New York,23434,295
US,New York,21132,228
US,New York,9207,118
US,New York,16511,84
US,New York,9959,140
US,New York,10389,116
US,New York,7614,68
US,New York,63499,653
US,New York,206859,2601
US,New York,5535,57
US,New York,9284,44
US,New York,12432,166
US,New York,13578,184
US,New York,8501,123
US,New York,852,5
US,New York,13621,189
US,New York,19807,131
US,New York,689957,12772
US,New York,6118,49
US,New York,11537,113
US,New York,12845,125
US,New York,150059,1544
US,New York,11757,202
US,New York,400107,3819
US,New York,406713,5416
US,New York,47473,568
US,New York,52568,781
US,New York,109088,1038
US,New York,19662,173
US,New York,109253,1108
US,New York,8550,113
US,New York,25380,183
US,New York,9748,88
US,New York,0,455
US,New York,23413,121
US,New York,636847,11809
US,New York,31072,247
US,New York,164734,2297
US,New York,91600,891
US,New York,45580,323
US,New York,32564,297
US,New York,4945,34
US,New York,3405,25
US,New York,5824,89
US,New York,20835,181
US,New York,19699,247
US,New York,424109,4355
US,New York,18272,129
US,New York,10590,82
US,New York,17853,82
US,New York,31098,360
US,New York,543,1
US,New York,13407,123
US,New York,11949,113
US,New York,17032,170
US,New York,248223,2697
US,New York,8248,82
US,New York,3336,39
US,North Carolina,46564,450
US,North Carolina,10382,133
US,North Carolina,2932,12
US,North Carolina,6523,96
US,North Carolina,6368,73
US,North Carolina,4437,43
US,North Carolina,12218,160
US,North Carolina,4219,66
US,North Carolina,9305,120
US,North Carolina,29619,308
US,North Carolina,51946,542
US,North Carolina,24943,307
US,North Carolina,55249,465
US,North Carolina,22084,296
US,North Carolina,1728,9
US,North Carolina,14027,85
US,North Carolina,5224,44
US,North Carolina,47397,560
US,North Carolina,12650,108
US,North Carolina,7085,117
US,North Carolina,4110,54
US,North Carolina,2625,39
US,North Carolina,29509,363
US,North Carolina,15888,266
US,North Carolina,23983,194
US,North Carolina,82790,560
US,North Carolina,4884,32
US,North Carolina,7345,23
US,North Carolina,42876,392
US,North Carolina,11084,92
US,North Carolina,16768,231
US,North Carolina,69883,298
US,North Carolina,13440,141
US,North Carolina,91803,784
US,North Carolina,20153,65
US,North Carolina,64902,788
US,North Carolina,1865,19
US,North Carolina,2266,30
US,North Carolina,14166,111
US,North Carolina,5765,56
US,North Carolina,115770,1134
US,North Carolina,13896,181
US,North Carolina,32472,324
US,North Carolina,12865,196
US,North Carolina,24778,287
US,North Carolina,4697,81
US,North Carolina,14560,103
US,North Carolina,1307,13
US,North Carolina,48065,441
US,North Carolina,9266,86
US,North Carolina,58791,432
US,North Carolina,2202,38
US,North Carolina,15866,141
US,North Carolina,15648,204
US,North Carolina,24207,158
US,North Carolina,7535,110
US,North Carolina,5051,79
US,North Carolina,6045,89
US,North Carolina,13564,168
US,North Carolina,276553,1554
US,North Carolina,3315,34
US,North Carolina,7249,126
US,North Carolina,24062,318
US,North Carolina,26815,295
US,North Carolina,49810,382
US,North Carolina,4307,82
US,North Carolina,51749,371
US,North Carolina,25795,124
US,North Carolina,2588,27
US,North Carolina,8386,111
US,North Carolina,15189,118
US,North Carolina,2744,18
US,North Carolina,9209,104
US,North Carolina,52240,153
US,North Carolina,3831,54
US,North Carolina,35349,399
US,North Carolina,12763,185
US,North Carolina,40338,522
US,North Carolina,21864,265
US,North Carolina,40985,565
US,North Carolina,17389,397
US,North Carolina,18656,167
US,North Carolina,9924,126
US,North Carolina,19372,250
US,North Carolina,11138,171
US,North Carolina,20959,329
US,North Carolina,3458,38
US,North Carolina,6099,69
US,North Carolina,973,8
US,North Carolina,16,0
US,North Carolina,61385,479
US,North Carolina,11808,112
US,North Carolina,288506,1036
US,North Carolina,4295,39
US,North Carolina,3006,50
US,North Carolina,12266,58
US,North Carolina,28435,381
US,North Carolina,17543,253
US,North Carolina,21483,302
US,North Carolina,10729,110
US,North Carolina,4953,51
US,North Dakota,598,10
US,North Dakota,2958,47
US,North Dakota,1965,23
US,North Dakota,142,1
US,North Dakota,1583,26
US,North Dakota,829,9
US,North Dakota,432,3
US,North Dakota,34866,303
US,North Dakota,58770,333
US,North Dakota,815,7
US,North Dakota,1481,39
US,North Dakota,455,4
US,North Dakota,1036,8
US,North Dakota,756,6
US,North Dakota,728,18
US,North Dakota,984,23
US,North Dakota,475,4
US,North Dakota,22060,125
US,North Dakota,452,11
US,North Dakota,569,2
US,North Dakota,831,8
US,North Dakota,503,13
US,North Dakota,991,20
US,North Dakota,434,12
US,North Dakota,1300,31
US,North Dakota,685,9
US,North Dakota,3261,25
US,North Dakota,2721,49
US,North Dakota,2556,24
US,North Dakota,11182,142
US,North Dakota,3224,37
US,North Dakota,757,18
US,North Dakota,326,5
US,North Dakota,1962,16
US,North Dakota,1059,32
US,North Dakota,3605,57
US,North Dakota,1484,28
US,North Dakota,549,15
US,North Dakota,4041,23
US,North Dakota,5950,43
US,North Dakota,1009,9
US,North Dakota,295,7
US,North Dakota,1332,19
US,North Dakota,61,0
US,North Dakota,11610,86
US,North Dakota,380,2
US,North Dakota,7024,97
US,North Dakota,634,12
US,North Dakota,2183,26
US,North Dakota,0,0
US,North Dakota,3339,34
US,North Dakota,20686,251
US,North Dakota,1011,12
US,North Dakota,10452,68
US,Northern Mariana Islands,10634,31
US,Ohio,6918,141
US,Ohio,27379,476
US,Ohio,11930,213
US,Ohio,19711,418
US,Ohio,14425,135
US,Ohio,11566,184
US,Ohio,15600,291
US,Ohio,11165,174
US,Ohio,91520,1122
US,Ohio,5249,124
US,Ohio,8696,145
US,Ohio,34903,566
US,Ohio,51131,537
US,Ohio,10292,163
US,Ohio,24322,476
US,Ohio,7933,155
US,Ohio,11149,209
US,Ohio,267450,3704
US,Ohio,12348,233
US,Ohio,10184,163
US,Ohio,44023,269
US,Ohio,19369,264
US,Ohio,38336,422
US,Ohio,7762,116
US,Ohio,287443,2523
US,Ohio,10305,177
US,Ohio,7462,121
US,Ohio,15961,263
US,Ohio,37417,503
US,Ohio,10429,150
US,Ohio,186696,2008
US,Ohio,17066,271
US,Ohio,7055,150
US,Ohio,3211,73
US,Ohio,6418,106
US,Ohio,10595,177
US,Ohio,6609,117
US,Ohio,5098,180
US,Ohio,14439,221
US,Ohio,8876,138
US,Ohio,14655,312
US,Ohio,13109,226
US,Ohio,48723,730
US,Ohio,17789,233
US,Ohio,41516,475
US,Ohio,10196,167
US,Ohio,66311,963
US,Ohio,99438,1381
US,Ohio,9639,126
US,Ohio,53217,1061
US,Ohio,19805,262
US,Ohio,39906,498
US,Ohio,4592,85
US,Ohio,9673,138
US,Ohio,25671,473
US,Ohio,3454,80
US,Ohio,126462,1963
US,Ohio,3262,56
US,Ohio,7728,103
US,Ohio,25225,292
US,Ohio,3201,55
US,Ohio,8442,136
US,Ohio,4597,74
US,Ohio,8264,124
US,Ohio,17445,225
US,Ohio,7442,114
US,Ohio,34016,441
US,Ohio,9437,194
US,Ohio,8435,154
US,Ohio,31438,500
US,Ohio,19188,292
US,Ohio,13862,232
US,Ohio,20556,248
US,Ohio,12722,224
US,Ohio,11037,186
US,Ohio,79566,1687
US,Ohio,111887,1684
US,Ohio,41375,924
US,Ohio,20548,488
US,Ohio,0,5
US,Ohio,15557,99
US,Ohio,6703,143
US,Ohio,2898,55
US,Ohio,57475,571
US,Ohio,12327,203
US,Ohio,23068,432
US,Ohio,8983,161
US,Ohio,31350,352
US,Ohio,5399,103
US,Oklahoma,7841,71
US,Oklahoma,1713,14
US,Oklahoma,3857,48
US,Oklahoma,963,11
US,Oklahoma,5924,105
US,Oklahoma,2441,40
US,Oklahoma,13557,133
US,Oklahoma,8219,157
US,Oklahoma,39029,374
US,Oklahoma,14179,224
US,Oklahoma,14499,143
US,Oklahoma,4058,63
US,Oklahoma,570,7
US,Oklahoma,78865,789
US,Oklahoma,1655,23
US,Oklahoma,32736,376
US,Oklahoma,1435,26
US,Oklahoma,4691,52
US,Oklahoma,18094,324
US,Oklahoma,7828,163
US,Oklahoma,11028,198
US,Oklahoma,1060,29
US,Oklahoma,768,7
US,Oklahoma,15151,276
US,Oklahoma,7000,139
US,Oklahoma,13674,237
US,Oklahoma,1028,15
US,Oklahoma,1287,33
US,Oklahoma,520,11
US,Oklahoma,706,12
US,Oklahoma,2777,39
US,Oklahoma,2561,60
US,Oklahoma,6555,101
US,Oklahoma,1290,26
US,Oklahoma,3028,52
US,Oklahoma,12229,213
US,Oklahoma,4156,67
US,Oklahoma,1944,50
US,Oklahoma,2267,35
US,Oklahoma,12386,105
US,Oklahoma,7819,130
US,Oklahoma,10754,157
US,Oklahoma,3083,37
US,Oklahoma,2442,40
US,Oklahoma,4588,40
US,Oklahoma,10248,156
US,Oklahoma,11589,131
US,Oklahoma,8036,161
US,Oklahoma,4888,120
US,Oklahoma,4156,69
US,Oklahoma,19876,327
US,Oklahoma,3021,36
US,Oklahoma,2777,37
US,Oklahoma,3515,59
US,Oklahoma,196413,2333
US,Oklahoma,9651,178
US,Oklahoma,10873,164
US,Oklahoma,9120,122
US,Oklahoma,0,0
US,Oklahoma,4105,84
US,Oklahoma,18201,160
US,Oklahoma,10757,205
US,Oklahoma,11978,135
US,Oklahoma,20543,272
US,Oklahoma,2643,43
US,Oklahoma,866,15
US,Oklahoma,25291,377
US,Oklahoma,6091,129
US,Oklahoma,10597,104
US,Oklahoma,10934,195
US,Oklahoma,5981,54
US,Oklahoma,1520,32
US,Oklahoma,169175,2104
US,Oklahoma,200,1444
US,Oklahoma,21556,266
US,Oklahoma,12640,248
US,Oklahoma,2632,50
US,Oklahoma,2351,38
US,Oklahoma,5155,73
US,Oregon,3203,46
US,Oregon,14974,65
US,Oregon,59652,562
US,Oregon,4564,41
US,Oregon,7521,78
US,Oregon,10594,146
US,Oregon,6027,77
US,Oregon,3319,45
US,Oregon,45655,260
US,Oregon,19650,378
US,Oregon,283,5
US,Oregon,1644,18
US,Oregon,1596,37
US,Oregon,3518,42
US,Oregon,42445,502
US,Oregon,7186,86
US,Oregon,16242,317
US,Oregon,14048,204
US,Oregon,1394,25
US,Oregon,56859,489
US,Oregon,6982,79
US,Oregon,26307,243
US,Oregon,8193,105
US,Oregon,68561,684
US,Oregon,2947,32
US,Oregon,112116,1108
US,Oregon,15193,127
US,Oregon,316,4
US,Oregon,3613,59
US,Oregon,22289,206
US,Oregon,0,0
US,Oregon,5009,74
US,Oregon,1247,15
US,Oregon,5100,58
US,Oregon,84813,538
US,Oregon,243,3
US,Oregon,17657,202
US,Pennsylvania,24645,357
US,Pennsylvania,262233,3263
US,Pennsylvania,15193,337
US,Pennsylvania,39985,722
US,Pennsylvania,10940,273
US,Pennsylvania,101922,1585
US,Pennsylvania,29549,604
US,Pennsylvania,14967,199
US,Pennsylvania,122457,1864
US,Pennsylvania,44268,720
US,Pennsylvania,34445,715
US,Pennsylvania,814,19
US,Pennsylvania,15794,288
US,Pennsylvania,34956,346
US,Pennsylvania,91078,1132
US,Pennsylvania,8199,201
US,Pennsylvania,19196,335
US,Pennsylvania,9010,124
US,Pennsylvania,14990,241
US,Pennsylvania,19712,311
US,Pennsylvania,50727,879
US,Pennsylvania,58920,948
US,Pennsylvania,109307,1850
US,Pennsylvania,7108,97
US,Pennsylvania,56825,745
US,Pennsylvania,30888,661
US,Pennsylvania,2237,35
US,Pennsylvania,40202,680
US,Pennsylvania,4108,65
US,Pennsylvania,8414,100
US,Pennsylvania,11466,240
US,Pennsylvania,17343,350
US,Pennsylvania,8964,226
US,Pennsylvania,4758,175
US,Pennsylvania,43160,744
US,Pennsylvania,120523,1873
US,Pennsylvania,18858,410
US,Pennsylvania,36413,508
US,Pennsylvania,89049,1229
US,Pennsylvania,73198,1329
US,Pennsylvania,28332,507
US,Pennsylvania,8137,138
US,Pennsylvania,23249,495
US,Pennsylvania,12239,276
US,Pennsylvania,36775,514
US,Pennsylvania,151146,2293
US,Pennsylvania,4499,92
US,Pennsylvania,79092,1079
US,Pennsylvania,22735,526
US,Pennsylvania,8806,182
US,Pennsylvania,306682,5034
US,Pennsylvania,9992,94
US,Pennsylvania,3153,91
US,Pennsylvania,34328,670
US,Pennsylvania,8083,154
US,Pennsylvania,18654,398
US,Pennsylvania,1047,36
US,Pennsylvania,7701,107
US,Pennsylvania,7939,191
US,Pennsylvania,0,0
US,Pennsylvania,11657,151
US,Pennsylvania,11217,236
US,Pennsylvania,7294,207
US,Pennsylvania,50605,643
US,Pennsylvania,10058,167
US,Pennsylvania,79379,1358
US,Pennsylvania,5049,103
US,Pennsylvania,118217,1470
US,Puerto Rico,2108,0
US,Puerto Rico,5843,0
US,Puerto Rico,6641,0
US,Puerto Rico,3708,0
US,Puerto Rico,3327,0
US,Puerto Rico,3275,0
US,Puerto Rico,11700,0
US,Puerto Rico,1661,0
US,Puerto Rico,2990,0
US,Puerto Rico,4212,0
US,Puerto Rico,30800,0
US,Puerto Rico,4591,0
US,Puerto Rico,19844,0
US,Puerto Rico,4394,0
US,Puerto Rico,5871,0
US,Puerto Rico,25509,0
US,Puerto Rico,3737,0
US,Puerto Rico,5314,0
US,Puerto Rico,1217,0
US,Puerto Rico,2332,0
US,Puerto Rico,5244,0
US,Puerto Rico,4081,0
US,Puerto Rico,2581,0
US,Puerto Rico,5495,0
US,Puerto Rico,157,0
US,Puerto Rico,5930,0
US,Puerto Rico,4025,0
US,Puerto Rico,2102,0
US,Puerto Rico,1324,0
US,Puerto Rico,4274,0
US,Puerto Rico,1817,0
US,Puerto Rico,13916,0
US,Puerto Rico,6711,0
US,Puerto Rico,4809,0
US,Puerto Rico,1684,0
US,Puerto Rico,7017,0
US,Puerto Rico,6226,0
US,Puerto Rico,1872,0
US,Puerto Rico,5453,0
US,Puerto Rico,5700,0
US,Puerto Rico,2274,0
US,Puerto Rico,3302,0
US,Puerto Rico,1003,0
US,Puerto Rico,4804,0
US,Puerto Rico,2960,0
US,Puerto Rico,2275,0
US,Puerto Rico,5363,0
US,Puerto Rico,502,0
US,Puerto Rico,1241,0
US,Puerto Rico,8900,0
US,Puerto Rico,5411,0
US,Puerto Rico,4243,0
US,Puerto Rico,3110,0
US,Puerto Rico,4463,0
US,Puerto Rico,2619,0
US,Puerto Rico,434,0
US,Puerto Rico,1825,0
US,Puerto Rico,2106,0
US,Puerto Rico,16518,0
US,Puerto Rico,3516,0
US,Puerto Rico,2015,0
US,Puerto Rico,6842,0
US,Puerto Rico,2067,0
US,Puerto Rico,2925,0
US,Puerto Rico,3235,0
US,Puerto Rico,55002,0
US,Puerto Rico,4946,0
US,Puerto Rico,5411,0
US,Puerto Rico,2271,0
US,Puerto Rico,10837,0
US,Puerto Rico,11500,0
US,Puerto Rico,8998,0
US,Puerto Rico,15547,4153
US,Puerto Rico,3070,0
US,Puerto Rico,5545,0
US,Puerto Rico,9627,0
US,Puerto Rico,625,0
US,Puerto Rico,2802,0
US,Puerto Rico,3942,0
US,Puerto Rico,3725,0
US,Recovered,0,0
US,Rhode Island,13298,166
US,Rhode Island,47780,492
US,Rhode Island,19666,81
US,Rhode Island,218520,2458
US,Rhode Island,27884,13
US,Rhode Island,31732,219
US,South Carolina,6620,69
US,South Carolina,41323,433
US,South Carolina,2078,24
US,South Carolina,57630,965
US,South Carolina,3422,74
US,South Carolina,5810,100
US,South Carolina,42882,372
US,South Carolina,51585,437
US,South Carolina,2773,61
US,South Carolina,111250,914
US,South Carolina,14525,312
US,South Carolina,10085,145
US,South Carolina,11767,186
US,South Carolina,8700,157
US,South Carolina,8813,217
US,South Carolina,18859,303
US,South Carolina,9693,141
US,South Carolina,55757,484
US,South Carolina,6732,69
US,South Carolina,5965,105
US,South Carolina,41641,619
US,South Carolina,15787,221
US,South Carolina,171641,1941
US,South Carolina,22457,296
US,South Carolina,4996,84
US,South Carolina,96020,1132
US,South Carolina,5881,93
US,South Carolina,21375,249
US,South Carolina,25023,276
US,South Carolina,18557,290
US,South Carolina,4241,93
US,South Carolina,95467,849
US,South Carolina,8526,161
US,South Carolina,7842,104
US,South Carolina,2219,38
US,South Carolina,13242,187
US,South Carolina,24108,333
US,South Carolina,23248,413
US,South Carolina,45676,606
US,South Carolina,122056,921
US,South Carolina,3952,74
US,South Carolina,94224,1523
US,South Carolina,27740,383
US,South Carolina,0,0
US,South Carolina,7632,146
US,South Carolina,8523,144
US,South Carolina,77396,636
US,South Dakota,767,17
US,South Dakota,4577,58
US,South Dakota,786,14
US,South Dakota,2290,38
US,South Dakota,8087,51
US,South Dakota,10260,121
US,South Dakota,1409,20
US,South Dakota,618,18
US,South Dakota,2732,44
US,South Dakota,265,7
US,South Dakota,2924,35
US,South Dakota,789,9
US,South Dakota,3481,21
US,South Dakota,8388,99
US,South Dakota,1061,17
US,South Dakota,2024,24
US,South Dakota,5858,77
US,South Dakota,1273,35
US,South Dakota,1035,12
